IMGVR_UViG_2551306657_000001.2551306657.2551467356_9	WP_016358594.1	39.1	391	232	3	10	394	6	396	5.7e-78	302.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_9	WP_066971966.1	40.5	393	224	4	8	390	4	396	1.2e-75	294.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_9	WP_067088969.1	40.6	392	228	5	10	397	7	397	1.9e-73	287.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_9	NOQ34204.1	40.4	389	227	5	12	397	5	391	3.3e-73	286.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_9	KAF5416729.1	40.4	389	227	5	12	397	5	391	1.0e-71	281.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_040682518.1	100.0	347	0	0	1	347	1	347	2.2e-195	691.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_074798956.1	68.4	339	106	1	9	347	8	345	1.1e-128	470.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_094516149.1	61.9	339	128	1	9	347	8	345	8.2e-113	417.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_019264212.1	61.7	339	129	1	9	347	8	345	1.4e-112	416.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_066972505.1	58.7	349	141	2	1	347	1	348	2.2e-110	409.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_012955174.1	58.7	339	139	1	9	347	8	345	5.5e-109	404.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	PKL69148.1	57.2	327	127	1	11	337	7	320	3.6e-100	375.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	AXV39084.1	56.7	328	127	2	11	337	13	326	6.7e-99	371.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_169032658.1	54.7	327	138	2	11	337	13	329	2.0e-98	369.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	GBD92439.1	54.4	338	140	4	11	347	7	331	3.3e-98	369.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_100906273.1	54.4	327	139	2	11	337	13	329	5.7e-98	368.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	HDZ12888.1	54.1	338	141	4	11	347	7	331	7.4e-98	367.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_004029932.1	54.2	330	141	2	11	340	13	332	1.7e-97	366.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_100907810.1	54.4	327	139	2	11	337	13	329	1.7e-97	366.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_020403840.1	54.3	328	139	2	11	337	12	329	6.3e-97	364.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	KUK71791.1	54.4	327	139	2	11	337	13	329	1.8e-96	363.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_009661000.1	55.3	331	135	1	11	341	16	333	1.2e-95	360.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	CEA14145.1	54.1	327	140	2	11	337	13	329	1.6e-95	360.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	WP_012863942.1	55.0	329	135	1	11	339	16	331	1.0e-94	357.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_10	NMB26941.1	53.1	339	149	2	4	342	7	335	2.2e-94	356.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_11	WP_050553605.1	100.0	124	0	0	1	124	1	124	4.8e-23	117.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_12	WP_040682519.1	100.0	59	0	0	1	59	1	59	3.6e-24	120.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_13	WP_160162418.1	100.0	49	0	0	1	49	1	49	3.2e-18	100.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_14	WP_040682520.1	100.0	69	0	0	1	69	1	69	7.1e-32	146.4
IMGVR_UViG_2551306657_000001.2551306657.2551467356_15	WP_160162419.1	100.0	48	0	0	1	48	1	48	1.5e-20	108.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_17	WP_040682521.1	100.0	107	0	0	1	107	1	107	5.6e-52	213.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_18	WP_040682522.1	100.0	194	0	0	1	194	1	194	6.0e-105	390.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_18	RAP49473.1	45.0	151	76	1	6	149	6	156	1.2e-28	137.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_18	WP_082397945.1	40.2	169	98	3	1	168	4	170	4.5e-28	135.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_18	WP_042693484.1	39.9	188	107	5	1	187	1	183	3.4e-23	119.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_18	WP_178785709.1	40.5	168	82	4	15	168	15	178	7.8e-20	107.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_19	WP_160162421.1	98.2	57	1	0	46	102	1	57	1.2e-27	132.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_19	WP_042708043.1	47.1	104	49	3	4	102	3	105	2.5e-17	98.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_20	WP_040682524.1	100.0	102	0	0	1	102	1	102	1.7e-13	85.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_21	WP_040682525.1	100.0	150	0	0	1	150	1	150	4.8e-78	300.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_22	WP_040682526.1	100.0	103	0	0	1	103	1	103	1.9e-49	205.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_23	WP_040682528.1	100.0	87	0	0	1	87	1	87	4.0e-40	174.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_24	WP_040682529.1	100.0	68	0	0	1	68	1	68	4.7e-28	133.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_25	WP_040682530.1	100.0	76	0	0	1	76	1	76	1.7e-39	171.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_26	WP_160162422.1	100.0	45	0	0	1	45	1	45	5.2e-15	89.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_27	WP_160162423.1	100.0	58	0	0	1	58	1	58	6.6e-23	116.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	WP_040682531.1	100.0	106	0	0	1	106	1	106	5.9e-54	220.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	WP_084486453.1	63.2	106	37	1	1	106	1	104	4.3e-28	134.4
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	ADC46128.1	54.8	104	43	2	5	106	8	109	9.5e-20	106.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	WP_019262066.1	51.1	90	40	2	15	104	15	100	1.0e-13	86.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	WP_011954675.1	50.0	90	41	2	15	104	15	100	1.7e-13	85.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	WP_151306362.1	50.7	75	35	1	30	104	2	74	1.2e-09	73.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_28	WP_178785736.1	41.9	86	45	3	18	103	33	113	1.2e-06	63.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_29	WP_040682532.1	100.0	81	0	0	1	81	1	81	6.3e-40	173.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_29	WP_042708345.1	86.2	80	11	0	1	80	1	80	1.2e-33	152.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_31	WP_040682533.1	100.0	67	0	0	1	67	1	67	1.5e-26	128.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_31	WP_042708033.1	61.3	62	24	0	1	62	1	62	1.9e-10	75.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_32	WP_040682534.1	100.0	93	0	0	1	93	1	93	1.3e-41	179.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_33	WP_040682535.1	100.0	204	0	0	24	227	1	204	4.6e-96	361.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_33	WP_066970151.1	58.9	56	23	0	24	79	1	56	5.2e-07	65.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_040682536.1	100.0	454	0	0	1	454	1	454	7.1e-266	926.4
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_178787804.1	55.5	443	191	4	7	445	10	450	1.4e-141	513.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_082853400.1	55.2	442	193	4	4	442	10	449	9.0e-136	494.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	OPX58897.1	51.2	449	205	7	3	438	6	453	5.1e-123	451.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	OPY22310.1	50.2	444	209	7	3	437	9	449	1.1e-120	444.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_187115416.1	65.1	218	76	0	4	221	10	227	2.9e-78	303.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	NMB91219.1	58.8	226	89	3	3	224	10	235	2.5e-69	273.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_147659494.1	71.8	170	48	0	52	221	1	170	6.1e-68	268.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	QNO41540.1	32.7	431	263	12	29	441	22	443	2.5e-45	193.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	HGS04000.1	30.1	429	269	12	29	441	39	452	8.1e-44	188.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	NCA74375.1	31.5	425	273	8	30	445	53	468	8.1e-44	188.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_013011485.1	30.9	418	259	11	31	434	37	438	8.9e-43	185.3
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	TNE31992.1	31.0	435	257	10	30	439	28	444	1.5e-42	184.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	PKL77846.1	32.3	439	261	12	30	447	28	451	4.4e-42	183.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_129408074.1	31.1	434	267	11	23	438	24	443	7.1e-40	175.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_121781234.1	30.3	462	288	12	2	445	12	457	2.7e-39	173.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_147659493.1	44.8	203	107	4	243	442	3	203	1.0e-38	171.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	NBS68961.1	30.2	404	254	11	49	432	107	502	5.6e-37	166.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	WP_012519351.1	30.4	398	247	13	61	438	445	832	1.1e-35	161.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_34	AEA99059.2	30.4	398	247	13	61	438	491	878	1.1e-35	161.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_040682537.1	100.0	440	0	0	1	440	1	440	1.1e-260	909.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_178787801.1	53.5	385	177	2	14	397	12	395	8.8e-112	414.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_042693457.1	51.0	392	191	1	7	397	5	396	1.4e-109	407.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_178648405.1	42.2	341	193	2	59	397	2	340	1.5e-71	280.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	RAP49669.1	37.8	389	219	7	7	383	5	382	3.7e-62	249.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	OPX61190.1	34.2	380	233	8	52	418	58	433	2.1e-52	217.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	NUP48073.1	38.5	122	71	2	274	391	267	388	1.0e-11	82.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_189764640.1	35.7	126	77	3	270	391	290	415	1.1e-10	78.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_167757032.1	36.6	123	74	2	271	389	289	411	7.4e-10	75.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_35	WP_037616440.1	32.5	126	81	2	270	391	291	416	9.7e-10	75.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_040682538.1	100.0	531	0	0	10	540	1	531	1.3e-306	1062.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_067258912.1	31.6	282	172	9	9	285	29	294	9.4e-23	119.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	OPX61223.1	31.4	242	148	8	33	266	37	268	4.3e-20	110.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_148133335.1	40.9	137	75	4	130	264	124	256	1.4e-15	95.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_084486468.1	35.7	168	90	6	144	296	1	165	3.2e-15	94.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_094520842.1	36.8	133	82	2	130	262	157	287	1.8e-13	88.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	PZN43323.1	37.7	138	81	3	129	264	145	279	9.7e-12	82.4
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_097000391.1	33.7	163	103	2	129	291	143	300	2.8e-11	80.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	MAH44697.1	30.1	143	90	4	123	264	497	630	1.8e-10	78.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	MAH45863.1	31.4	137	84	3	129	264	513	640	4.1e-10	77.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	RLG90659.1	36.4	143	74	5	126	260	565	698	5.3e-10	76.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_012675433.1	31.8	151	98	2	129	279	143	288	5.3e-10	76.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	RLI77991.1	33.8	142	82	4	130	269	103	234	1.2e-09	75.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	HIH03789.1	33.3	165	92	6	108	264	93	247	1.5e-09	75.1
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	RLI74020.1	32.2	143	80	5	126	264	108	237	1.9e-07	68.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_055310457.1	36.3	124	61	4	101	215	106	220	4.7e-06	63.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	NQS99079.1	32.6	144	87	5	126	262	52	192	4.7e-06	63.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	WP_158565750.1	36.3	124	61	4	101	215	86	200	8.0e-06	62.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_36	RHA69502.1	36.3	124	61	4	101	215	115	229	8.0e-06	62.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_37	WP_040682539.1	100.0	65	0	0	1	65	1	65	8.2e-30	139.4
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_040682540.1	100.0	331	0	0	1	331	1	331	1.9e-143	519.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_040681714.1	95.2	333	14	1	1	331	1	333	1.5e-135	493.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_016358646.1	94.9	333	15	1	1	331	1	333	7.3e-135	490.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_173334881.1	56.0	225	80	5	5	225	9	218	2.7e-57	233.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_042693447.1	43.5	230	108	8	5	226	9	224	2.8e-38	169.9
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_178649465.1	42.1	221	114	7	5	219	4	216	7.7e-36	161.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_178785513.1	48.6	185	76	6	5	175	10	189	1.5e-34	157.5
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_074798724.1	45.6	160	76	5	5	158	9	163	2.3e-24	123.6
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_042708364.1	64.5	62	22	0	2	63	8	69	1.2e-12	84.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_38	WP_074798747.1	44.1	111	53	4	5	111	10	115	7.8e-12	82.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_040682541.1	100.0	179	0	0	1	179	1	179	5.9e-91	344.0
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_016358645.1	93.9	179	11	0	1	179	1	179	1.3e-85	326.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_040681715.1	93.9	179	11	0	1	179	1	179	1.3e-85	326.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_042693446.1	52.4	185	78	3	5	179	3	187	9.6e-41	177.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_178785511.1	48.9	186	82	4	4	177	1	185	3.2e-36	162.2
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_173334882.1	45.3	181	96	2	2	179	3	183	1.4e-31	146.7
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	RAP49666.1	37.3	169	103	2	14	179	3	171	1.9e-17	99.8
IMGVR_UViG_2551306657_000001.2551306657.2551467356_39	WP_069583098.1	32.1	187	111	6	8	179	3	188	7.6e-14	87.8
IMGVR_UViG_2663763426_000001.2663763426.2663857909_1	WP_048038891.1	100.0	47	0	0	1	47	1	47	1.1e-17	98.6
IMGVR_UViG_2663763426_000001.2663763426.2663857909_1	WP_155401310.1	100.0	47	0	0	1	47	1	47	1.1e-17	98.6
IMGVR_UViG_2663763426_000001.2663763426.2663857909_1	WP_048127562.1	80.9	47	9	0	1	47	1	47	4.2e-12	80.1
IMGVR_UViG_2663763426_000001.2663763426.2663857909_1	WP_048156096.1	75.0	44	10	1	1	43	1	44	3.9e-10	73.6
